Time (s),Displacement (m)
0.0,0.2009934283060225
0.01001001001001001,0.19573946292232003
0.02002002002002002,0.18556026579715368
0.03003003003003003,0.16832224196050877
0.04004004004004004,0.13939479467751795
0.050050050050050046,0.10861972133928482
0.06006006006006006,0.07737650345293356
0.07007007007007007,0.03820824524314344
0.08008008008008008,-0.0029699377342386536
0.09009009009009009,-0.03926071969596141
0.10010010010010009,-0.07767668926090403
0.11011011011011011,-0.11074132835077082
0.12012012012012012,-0.13775327609219268
0.13013013013013014,-0.16476432442392788
0.14014014014014015,-0.1805038859782171
0.15015015015015015,-0.18712193395639795
0.16016016016016016,-0.18949473718403173
0.17017017017017017,-0.18084174238960699
0.18018018018018017,-0.17011515397240853
0.19019019019019018,-0.1513615336998563
0.20020020020020018,-0.12009124742561195
0.21021021021021022,-0.0932685325822248
0.22022022022022023,-0.059024378098704255
0.23023023023023023,-0.026266067795248586
0.24024024024024024,0.01188411314262976
0.2502502502502503,0.04877777969323083
0.2602602602602603,0.07962130111670129
0.2702702702702703,0.11251642445787484
0.2802802802802803,0.1357206873076999
0.2902902902902903,0.15584715890871623
0.3003003003003003,0.16835622558718163
0.3103103103103103,0.1795423152236585
0.3203203203203203,0.17504276863811766
0.3303303303303303,0.16522698585853
0.34034034034034033,0.15466373822558177
0.35035035035035034,0.13027930909723068
0.36036036036036034,0.10772240772000631
0.37037037037037035,0.07390242387388811
0.38038038038038036,0.042821344583834964
0.39039039039039036,0.011975950898021366
0.40040040040040037,-0.021026796357318998
0.41041041041041043,-0.0550797264046882
0.42042042042042044,-0.08610484357187982
0.43043043043043044,-0.11326731648852366
0.44044044044044045,-0.1377174281645466
0.45045045045045046,-0.1527574156529358
0.46046046046046046,-0.1626438209627971
0.47047047047047047,-0.1634956855201652
0.4804804804804805,-0.16218996641760874
0.4904904904904905,-0.15721197178989413
0.5005005005005005,-0.1378050352382457
0.5105105105105106,-0.11860355047017332
0.5205205205205206,-0.09404365041900022
0.5305305305305306,-0.06283557915732024
0.5405405405405406,-0.031045711658583913
0.5505505505505506,0.0007764562732655998
0.5605605605605606,0.029044875174910757
0.5705705705705706,0.06043820121232492
0.5805805805805806,0.08938127458301387
0.5905905905905906,0.11458148087699642
0.6006006006006006,0.13091174970661598
0.6106106106106106,0.1453383273979484
0.6206206206206206,0.15142880118164645
0.6306306306306306,0.15300469957853025
0.6406406406406406,0.15258103195181708
0.6506506506506506,0.14325667822699967
0.6606606606606606,0.1244796209023798
0.6706706706706707,0.10587874297243592
0.6806806806806807,0.0798757703095501
0.6906906906906907,0.05019100729012868
0.7007007007007007,0.022705213455957447
0.7107107107107107,-0.0050796583738920275
0.7207207207207207,-0.037800663171271745
0.7307307307307307,-0.06243600519895784
0.7407407407407407,-0.09581040065219582
0.7507507507507507,-0.11012974103319285
0.7607607607607607,-0.12818585048158254
0.7707707707707707,-0.14030501854381897
0.7807807807807807,-0.14522152684714376
0.7907907907907907,-0.1492475652317017
0.8008008008008007,-0.13980026676479412
0.8108108108108109,-0.12723760306327894
0.8208208208208209,-0.10858713655040678
0.8308308308308309,-0.09186349094105963
0.8408408408408409,-0.06827947095558949
0.8508508508508509,-0.04104197324012233
0.8608608608608609,-0.010202977693023889
0.8708708708708709,0.016883818404427285
0.8808808808808809,0.042555895514514726
0.8908908908908909,0.07007727157139597
0.9009009009009009,0.09173002417580323
0.9109109109109109,0.11213701983768987
0.9209209209209209,0.12292611405418813
0.9309309309309309,0.132745965665447
0.9409409409409409,0.13630816694056752
0.950950950950951,0.13237252385824166
0.960960960960961,0.1287301131129878
0.970970970970971,0.11645721349844412
0.980980980980981,0.09922719023614071
0.990990990990991,0.07821545726324498
1.001001001001001,0.05235470626678175
1.011011011011011,0.028836744982525947
1.021021021021021,0.0025078449639879884
1.031031031031031,-0.02481184944657628
1.0410410410410411,-0.04879651693729103
1.0510510510510511,-0.07080233828222612
1.0610610610610611,-0.08794086708199778
1.0710710710710711,-0.10765755511981917
1.0810810810810811,-0.1193578711796169
1.0910910910910911,-0.12702410404046938
1.1011011011011012,-0.13261117198094116
1.1111111111111112,-0.125586427814729
1.1211211211211212,-0.11720396805098188
1.1311311311311312,-0.09958647100508389
1.1411411411411412,-0.08803014091042866
1.1511511511511512,-0.06682218348721602
1.1611611611611612,-0.04475319376661464
1.1711711711711712,-0.022683176083043165
1.1811811811811812,0.00689315297477843
1.1911911911911912,0.030682353807051907
1.2012012012012012,0.053974631263462726
1.2112112112112112,0.07151817746912789
1.2212212212212212,0.09400202215075919
1.2312312312312312,0.10248134038296756
1.2412412412412412,0.11624602785447369
1.2512512512512513,0.12458406056121828
1.2612612612612613,0.11852947654935304
1.2712712712712713,0.11488815925055135
1.2812812812812813,0.10714996618905917
1.2912912912912913,0.0926907276374791
1.3013013013013013,0.07372113250867765
1.3113113113113113,0.05716243460374735
1.3213213213213213,0.03299259225917561
1.3313313313313313,0.012933810385924824
1.3413413413413413,-0.013275217776123702
1.3513513513513513,-0.031117655023227997
1.3613613613613613,-0.0570220721961989
1.3713713713713713,-0.07496192949986895
1.3813813813813813,-0.08844569111754601
1.3913913913913913,-0.10457999601799453
1.4014014014014013,-0.10954984329230878
1.4114114114114114,-0.11083732073714961
1.4214214214214214,-0.1155720346663724
1.4314314314314314,-0.10643165177658336
1.4414414414414414,-0.09652004248031112
1.4514514514514514,-0.08193199156105031
1.4614614614614614,-0.06921136313785259
1.4714714714714714,-0.05009858557433796
1.4814814814814814,-0.02539958180733782
1.4914914914914914,-0.003950794319325835
1.5015015015015014,0.017861080733538415
1.5115115115115114,0.039092431791246794
1.5215215215215214,0.056383316161824515
1.5315315315315314,0.07509998610079946
1.5415415415415414,0.0890094895829793
1.5515515515515514,0.09715444352434761
1.5615615615615615,0.10847114331583761
1.5715715715715715,0.1076273390961666
1.5815815815815815,0.10197721638116052
1.5915915915915915,0.09921942885355028
1.6016016016016015,0.08565953972673966
1.6116116116116117,0.07548209854989643
1.6216216216216217,0.05969285790401487
1.6316316316316317,0.03705110075226792
1.6416416416416417,0.020545580358380264
1.6516516516516517,-0.001209925080366499
1.6616616616616617,-0.020799956487462502
1.6716716716716717,-0.03800332070750048
1.6816816816816818,-0.05982318420701833
1.6916916916916918,-0.07587486467122842
1.7017017017017018,-0.08810263723934995
1.7117117117117118,-0.09638153209548286
1.7217217217217218,-0.09949340330939638
1.7317317317317318,-0.09925718005816525
1.7417417417417418,-0.09600531524244865
1.7517517517517518,-0.08770873611337403
1.7617617617617618,-0.07864341501849804
1.7717717717717718,-0.06202394677505472
1.7817817817817818,-0.04924809809410226
1.7917917917917918,-0.025257154856914113
1.8018018018018018,-0.010347247161344055
1.8118118118118118,0.006095152635776722
1.8218218218218218,0.024610218583310733
1.8318318318318318,0.04544401842193689
1.8418418418418419,0.059848141440263236
1.8518518518518519,0.07501395809935224
1.8618618618618619,0.08478955597203433
1.8718718718718719,0.09053687816242172
1.8818818818818819,0.09216587409159042
1.8918918918918919,0.0902469752828699
1.901901901901902,0.08809430579844586
1.911911911911912,0.08290447987016532
1.921921921921922,0.07065602843595513
1.931931931931932,0.05406582108766009
1.941941941941942,0.041091914607720596
1.951951951951952,0.024209416876061002
1.961961961961962,0.003569779166545519
1.971971971971972,-0.01252432982485888
1.981981981981982,-0.03022918111659237
1.991991991991992,-0.04879830929327031
2.002002002002002,-0.059984033993662304
2.012012012012012,-0.07123707187914216
2.022022022022022,-0.07887965104099187
2.032032032032032,-0.08433141313519567
2.042042042042042,-0.09110546133315565
2.052052052052052,-0.0886064564986236
2.062062062062062,-0.0806435845046232
2.0720720720720722,-0.07237972526467418
2.0820820820820822,-0.06125612700232724
2.0920920920920922,-0.04107021020684816
2.1021021021021022,-0.032290470126711816
2.1121121121121122,-0.014609911396025958
2.1221221221221223,0.002117800948166655
2.1321321321321323,0.0184587557880369
2.1421421421421423,0.03265386427477459
2.1521521521521523,0.049477846271780736
2.1621621621621623,0.05906453360377317
2.1721721721721723,0.07027443202254291
2.1821821821821823,0.0770195201081267
2.1921921921921923,0.08223541856726883
2.2022022022022023,0.08748447867831217
2.2122122122122123,0.07660132229176089
2.2222222222222223,0.07601284281468661
2.2322322322322323,0.06279508026583047
2.2422422422422423,0.053898837446781735
2.2522522522522523,0.043749924394225655
2.2622622622622623,0.026881730171494235
2.2722722722722724,0.00883259710616783
2.2822822822822824,-0.006519043490588239
2.2922922922922924,-0.01947508333603282
2.3023023023023024,-0.037086333948456805
2.3123123123123124,-0.04844859672038366
2.3223223223223224,-0.059995709416785316
2.3323323323323324,-0.07011534857152109
2.3423423423423424,-0.07044213843631811
2.3523523523523524,-0.0763595891832974
2.3623623623623624,-0.08146344768902969
2.3723723723723724,-0.07374766751380495
2.3823823823823824,-0.06922879566663541
2.3923923923923924,-0.05733283741855587
2.4024024024024024,-0.04947702660035702
2.4124124124124124,-0.035159163452052236
2.4224224224224224,-0.01967106459282681
2.4324324324324325,-0.0039916903324443516
2.4424424424424425,0.006942449217332692
2.4524524524524525,0.02324838273195379
2.4624624624624625,0.03647399347776784
2.4724724724724725,0.0480270155373818
2.4824824824824825,0.0627165450330942
2.4924924924924925,0.06741416930179248
2.5025025025025025,0.06879186093070756
2.5125125125125125,0.07498386416180156
2.5225225225225225,0.07630199339378911
2.5325325325325325,0.0701738972150887
2.5425425425425425,0.05844316209087825
2.5525525525525525,0.05149305187672439
2.5625625625625625,0.043959625300443964
2.5725725725725725,0.027414563497456336
2.5825825825825826,0.016075053209096513
2.5925925925925926,0.0025987469588578654
2.6026026026026026,-0.014871308525881715
2.6126126126126126,-0.026573302477509348
2.6226226226226226,-0.04521388531154886
2.6326326326326326,-0.05141830146169062
2.6426426426426426,-0.058463726663003535
2.6526526526526526,-0.06666872097530309
2.6626626626626626,-0.06452007708817764
2.6726726726726726,-0.0715311683503055
2.6826826826826826,-0.06769769137253581
2.6926926926926926,-0.062059153860750296
2.7027027027027026,-0.05249744341049934
2.7127127127127126,-0.04916302929503848
2.7227227227227226,-0.03310699605805092
2.7327327327327327,-0.02323169708154356
2.7427427427427427,-0.012206045680890596
2.7527527527527527,0.003994090616638276
2.7627627627627627,0.01655258973954988
2.7727727727727727,0.027291523746023408
2.7827827827827827,0.039737037672874564
2.7927927927927927,0.04826824512912197
2.8028028028028027,0.05668093536981829
2.8128128128128127,0.06288792155405046
2.8228228228228227,0.06735526987426321
2.8328328328328327,0.061752634729290164
2.8428428428428427,0.06598355848391574
2.8528528528528527,0.052867019771898525
2.8628628628628627,0.04930203009917025
2.8728728728728727,0.04170013899110941
2.8828828828828827,0.030463526576146024
2.8928928928928928,0.016929213104831285
2.9029029029029028,0.005401859606785176
2.9129129129129128,-0.007657334321173087
2.9229229229229228,-0.019974450699288347
